phenomenon;sentence_good;sentence_bad
V3 OBJ.;Kuppen ska Åsa genomföra vid midsommar;Kuppen Åsa ska genomföra vid midsommar
V3 OBJ.;Resonemanget ska Bodil utveckla vid valborg;Resonemanget Bodil ska utveckla vid valborg
V3 OBJ.;Borgen ska Eivor förbättra efter skolan;Borgen Eivor ska förbättra efter skolan
V3 OBJ.;Tornet ska Hedvig förändra efter jobbet;Tornet Hedvig ska förändra efter jobbet
V3 OBJ.;Sarkofagen ska Rolf omvandla efter middagen;Sarkofagen Rolf ska omvandla efter middagen
V3 OBJ.;Altaret ska Tryggve bepryda efter föreläsningen;Altaret Tryggve ska bepryda efter föreläsningen
V3 OBJ.;Graven ska Bo befria före matchen;Graven Bo ska befria före matchen
V3 OBJ.;Grinden ska Helge pröva före skolstarten;Grinden Helge ska pröva före skolstarten
V3 OBJ.;Brunnen ska Oskar fördöma före resan;Brunnen Oskar ska fördöma före resan
V3 OBJ.;Gläntan ska Vilhelm förringa i natt;Gläntan Vilhelm ska förringa i natt
V3 OBJ.;Bråket ska Edvin avstyra i morgon bitti;Bråket Edvin ska avstyra i morgon bitti
V3 OBJ.;Maten ska Manfred laga i morgon kväll;Maten Manfred ska laga i morgon kväll
V3 OBJ.;Drycken ska Georg tillintetgöra i eftermiddag;Drycken Georg ska tillintetgöra i eftermiddag
V3 OBJ.;Djuret ska Harald besegra i framtiden;Djuret Harald ska besegra i framtiden
V3 OBJ.;Altaret ska Arne utmana på lördag;Altaret Arne ska utmana på lördag
V3 OBJ.;Staden ska Lars överraska på söndag;Staden Lars ska överraska på söndag
V3 OBJ.;Soffan ska Kristian ersätta nästa vecka;Soffan Kristian ska ersätta nästa vecka
V3 OBJ.;Tröjan ska Rune driva nästa månad;Tröjan Rune ska driva nästa månad
V3 OBJ.;Festen ska Johan organisera nästa år;Festen Johan ska organisera nästa år
V3 PP;På kvällen läser Lisa boken;På kvällen Lisa läser boken
V3 PP;På dagarna kastar John pil;På dagarna John kastar pil
V3 PP;På tisdagar matar Hanna hunden;På tisdagar Hanna matar hunden
V3 PP;Under sommarlovet kramar Niklas bläckfisken;Under sommarlovet Niklas kramar bläckfisken
V3 PP;Om hösten målar Pelle huset;Om hösten Pelle målar huset
V3 PP;I torsdags rev Rebecka bastun;I torsdags Rebecka rev bastun
V3 PP;Om natten biter ormen råttan;Om natten ormen biter råttan
V3 PP;På nätterna äter Jonas barnen;På nätterna Jonas äter barnen
V3 PP;Under ledigheten snor Hanna näsduken;Under ledigheten Hanna snor näsduken
V3 PP;På måndagar brukar bonden jorden;På måndagar bonden brukar jorden
V3 PP;För tre veckor sedan skövlade företaget skogen;För tre veckor sedan företaget skövlade skogen
V3 PP;Om ett år går företaget med vinst;Om ett år företaget går med vinst
V3 PP;Inom ett år spränger tjuvarna banken;Inom ett år tjuvarna spränger banken
V3 PP;På lördag stjäl Artur ingredienserna;På lördag Artur stjäl ingredienserna
V3 PP;På sommaren river Josef byggnaden;På sommaren Josef river byggnaden
V3 PP;På förmiddagen straffar Joel de andra;På förmiddagen Joel straffar de andra
V3 PP;I natt fördömde regeringen kriget;I natt regeringen fördömde kriget
V3 PP;På lördag äger Alva björnen;På lördag Alva äger björnen
V3 PP;På fredag kväll hindrar Ingrid uttern;På fredag kväll Ingrid hindrar uttern
V3 PP;På nyårsdagen minns Tyra räven;På nyårsdagen Tyra minns räven
V3 PP;I natt bygger Magda bilen;I natt Magda bygger bilen
V3 PP;I morgon bitti slår Ellinor igelkotten;I morgon bitti Ellinor slår igelkotten
V3 PP;I går kväll gillar Siv mården;I går kväll Siv gillar mården
V3 PP;I vintras köpte Rut lodjuret;I vintras Rut köpte lodjuret
V3 PP;I fjol sålde Dagny älgen;I fjol Dagny sålde älgen
V3 PP;I våras gömmer Majken hjorten;I våras Majken gömmer hjorten
V3 PP;Under sommaren öppnar Lovisa vildsvinet;Under sommaren Lovisa öppnar vildsvinet
V3 PP;Under vintern söker Henning örnen;Under vintern Henning söker örnen
V3 PP;Under 1990-talet följer Algot falken;Under 1990-talet Algot följer falken
V3 PP;Under helgen målar Folke uven;Under helgen Folke målar uven
V3 PP;Efter skolan älskar Sixten svalan;Efter skolan Sixten älskar svalan
V3 PP;Efter middagen skapar Torsten gäddan;Efter middagen Torsten skapar gäddan
V3 PP;Före soluppgången vinner Gösta abborren;Före soluppgången Gösta vinner abborren
V3 PP;Före matchen slår Hjalmar siken;Före matchen Hjalmar slår siken
V3 PP;Vid midnatt tänder Arvid elden;Vid midnatt Arvid tänder elden
V3 PP;Vid lunchtid städar Ture altanen;Vid lunchtid Ture städar altanen
V3 PP;Vid solnedgången läser Elof lappen;Vid solnedgången Elof läser lappen
V3 PP;På lördag kastar Agnes hammaren;På lördag Agnes kastar hammaren
V3 PP;På fredag kväll städar Märta gränden;På fredag kväll Märta städar gränden
V3 PP;På nyårsdagen dricker Hedda vinet;På nyårsdagen Hedda dricker vinet
V3 PP;I natt äter Elvira kistan;I natt Elvira äter kistan
V3 PP;I morgon bitti skriver Sigrid brevet;I morgon bitti Sigrid skriver brevet
V3 PP;I går kväll måttade Tilde slaget;I går kväll Tilde måttade slaget
V3 PP;I vintras låste Inga dörren;I vintras Inga låste dörren
V3 PP;I fjol lånade Dagmar gläntan;I fjol Dagmar lånade gläntan
V3 PP;I våras spräckte Blenda holmen;I våras Blenda spräckte holmen
V3 PP;Under sommaren får Kerstin udden;Under sommaren Kerstin får udden
V3 PP;Under vintern hör Ebbe myren;Under vintern Ebbe hör myren
V3 PP;Under 1990-talet ser Sixten valvet;Under 1990-talet Sixten ser valvet
V3 PP;Under helgen väcker Valter porten;Under helgen Valter väcker porten
V3 PP;Efter skolan kör Alf bil;Efter skolan Alf kör bil
V3 PP;Efter middagen sparar Sven vinden;Efter middagen sven sparar vinden
V3 PP;Före soluppgången förlorar Bengt smedjan;Före soluppgången Bengt förlorar smedjan
V3 PP;Före matchen hittar Nils logen;Före matchen Nils hittar logen
V3 PP;Vid midnatt släcker Otto laven;Vid midnatt Otto släcker laven
V3 PP;Vid lunchtid rör Stig lyktan;Vid lunchtid Stig rör lyktan
V3 PP;Vid solnedgången väger Ragnar kitteln;Vid solnedgången Ragnar väger kitteln
V3 PP;På lördag besegrar läraren krukan;På lördag läraren besegrar krukan
V3 PP;På fredag kväll betraktar forskaren skåran;På fredag kväll forskaren betraktar skåran
V3 PP;På nyårsdagen omvandlar målaren båten;På nyårsdagen målaren omvandlar båten
V3 PP;I natt använder smeden vagnen;I natt smeden använder vagnen
V3 PP;I morgon bitti föredrar jägaren hällen;I morgon bitti jägaren föredrar hällen
V3 PP;Igår kväll besteg fiskaren berget;Igår kväll fiskaren besteg berget
V3 PP;I vintras utredde tjuven fjorden;I vintras tjuven utredde fjorden
V3 PP;I fjol erkände domaren tjärnen;I fjol domaren erkände tjärnen
V3 PP;I våras undervisade prästen heden;I våras prästen undervisade heden
V3 PP;Under sommaren utmanar soldaten åkern;Under sommaren soldaten utmanar åkern
V3 PP;Under vintern bär bonden stenen;Under vintern bonden bär stenen
V3 PP;Under 1990-talet behandlade skribenten bron;Under 1990-talet skribenten behandlade bron
V3 PP;Under helgen säljer sångaren salen;Under helgen sångaren säljer salen
V3 PP;Efter skolan påverkar dansaren kammaren;Efter skolan dansaren påverkar kammaren
V3 PP;Efter middagen utnyttjar tiggaren knuten;Efter middagen tiggaren utnyttjar knuten
V3 PP;Före soluppgången övervakar skådespelaren gaveln;Före soluppgången skådespelaren övervakar gaveln
V3 PP;Före matchen försvarar författaren stigen;Före matchen författaren försvarar stigen
V3 PP;Vid midnatt upptäckte kocken ängen;Vid midnatt kocken upptäckte ängen
V3 PP;Vid lunchtid skildrar granskaren tunnan;Vid lunchtid granskaren skildrar tunnan
V3 PP;Vid solnedgången underhåller vittnet spisen;Vid solnedgången vittnet underhåller spisen
V3 PP;På söndag morgon lyfter arkeologen kalken;På söndag morgon arkeologen lyfter kalken
V3 PP;På tisdag eftermiddag räddade advokaten runstenen;På tisdag eftermiddag advokaten räddade runstenen
V3 PP;På julafton mäter kaptenen psalmboken;På julafton kaptenen mäter psalmboken
V3 PP;På midsommarafton prövade sekreteraren lyran;På midsommarafton sekreteraren prövade lyran
V3 PP;I gryningen leder dirigenten amuletten;I gryningen dirigenten leder amuletten
V3 PP;I skymningen sydde piloten manteln;I skymningen piloten sydde manteln
V3 PP;I förrgår sände bibliotekarien bälgen;I förrgår bibliotekarien sände bälgen
V3 PP;I övermorgon samlar politikern röster;I övermorgon politikern samlar röster
V3 PP;I höstas slängde professorn kitteln;I höstas professorn slängde kitteln
V3 PP;I vårvintras åt studenten korvarna;I vårvintras studenten åt korvarna
V3 PP;Under hösten avvisade sjuksköterskan skölden;Under hösten sjuksköterskan avvisade skölden
V3 PP;Under barndomen avfärdade trädgårdsmästaren fanan;Under barndomen trädgårdsmästaren avfärdade fanan
V3 PP;Under kriget förenade ingenjören mannarna;Under kriget ingenjören förenade mannarna
V3 PP;Efter föreläsningen torkar redaktören säcken;Efter föreläsningen redaktören torkar säcken
V3 PP;Efter konserten granskade musikern tunnan;Efter konserten musikern granskade tunnan
V3 PP;Före frukosten formade prästen grytan;Före frukosten prästen formade grytan
V3 PP;Före mötet krossade konstnären korgen;Före mötet konstnären krossade korgen
V3 PP;Vid gryningen ersatte ambassadören spiran;Vid gryningen ambassadören ersatte spiran
V3 PP;Vid tretiden delade ekonomen lampetten;Vid tretiden ekonomen delade lampetten
V3 PP;Vid årsskiftet väljer officeren lag;Vid årsskiftet officeren väljer lag
V3 PP;På sommaren äger kaptenen planen;På sommaren kaptenen äger planen
V3 PP;På onsdagar kastar sångaren micken;På onsdagar sångaren kastar micken
V3 PP;På fredag bränner mannen pengarna;På fredag mannen bränner pengarna.
V2 REL. CL.;Lisa läste boken som Olle inte gillar;Lisa läste boken som Olle gillar inte
V2 REL. CL.;John kastade maten som Anna aldrig äter;John kastade maten som Anna äter aldrig
V2 REL. CL.;Hanna matade djuret som Nils ibland har klappat;Hanna matade djuret som Nils har ibland klappat
V2 REL. CL.;Niklas kramade bläckfisken som Johanna ibland har lagat;Niklas kramade bläckfisken som Johanna har ibland lagat
V2 REL. CL.;Pelle byggde huset som Sonja troligen besöker;Pelle byggde huset som Sonja besöker troligen
V2 REL. CL.;Rebecka rev bastun som Klara aldrig använder;Rebecka rev bastun som Klara använder aldrig
V2 REL. CL.;Företaget skövlade skogen som herrarna alltid säljer;Företaget skövlade skogen som herrarna säljer alltid
V2 REL. CL.;Sara spände bågen som Julia inte gillar;Sara spände bågen som Julia gillar inte
V2 REL. CL.;Tjuvarna sprängde banken som kunderna inte tål;Tjuvarna sprängde banken som kunderna tål inte
V2 REL. CL.;Ormen jagade råttan som mössen aldrig såg;Ormen jagade råttan som mössen såg aldrig
V2 REL. CL.;Jonas säljer marmeladburken som Nils inte köper;Jonas säljer marmeladburken som Nils köper inte
V2 REL. CL.;Alf slänger gardinen som Jonas inte säljer;Alf slänger gardinen som Jonas säljer inte
V2 REL. CL.;Katrin slänger teckningen som Alf inte gillar;Katrin slänger teckningen som Alf gillar inte
V2 REL. CL.;Niklas ärver skruvdragaren som Katrin inte hittar;Niklas ärver skruvdragaren som Katrin hittar inte
V2 REL. CL.;Sara läser tidningen som Niklas inte använder;Sara läser tidningen som Niklas använder inte
V2 REL. CL.;Viola köper väskan som Sara inte designar;Viola köper väskan som Sara designar inte
V2 REL. CL.;Flora målar handsken som Viola inte äger;Flora målar handsken som Viola äger inte
V2 REL. CL.;Anna bygger soffan som Flora inte ser;Anna bygger soffan som Flora ser inte
V2 REL. CL.;Sofie river maskinen som Anna inte bygger;Sofie river maskinen som Anna bygger inte
V2 REL. CL.;Murat kastar pärmen som Sofie inte river;Murat kastar pärmen som Sofie river inte
V2 REL. CL.;Muhammed tar tavlan som Murat inte kastar;Muhammed tar tavlan som Murat kastar inte
V2 REL. CL.;Ahmed bär kompassen som Muhammed inte tar;Ahmed bär kompassen som Muhammed tar inte
V2 REL. CL.;Mats lämnar kompassen som Ahmed inte bär;Mats lämnar kompassen som Ahmed bär inte
V2 REL. CL.;Eva hämtar nappen som Mats inte lämnar;Eva hämtar nappen som Mats lämnar inte
V2 REL. CL.;Fredrik slår lådan som Eva inte hämtar;Fredrik slår lådan som Eva hämtar inte
V2 REL. CL.;Johan sparkar sladden som Fredrik inte slår;Johan sparkar sladden som Fredrik slår inte
V2 REL. CL.;Meriem lyfter ringen som Johan inte sparkar;Meriem lyfter ringen som Johan sparkar inte
V2 REL. CL.;Beata flyttar skålen som Meriem inte lyfter;Beata flyttar skålen som Meriem lyfter inte
V2 REL. CL.;Joakim fyller tanken som Beata inte flyttar;Joakim fyller tanken som Beata flyttar inte
V2 REL. CL.;Robert tömmer hatten som Joakim inte fyller;Robert tömmer hatten som Joakim fyller inte
V2 REL. CL.;Emanuel håller skärmen som Robert inte tömmer;Emanuel håller skärmen som Robert tömmer inte
V2 REL. CL.;Tobias släpper leksaken som Emanuel inte ser;Tobias släpper leksaken som Emanuel ser inte
V2 REL. CL.;Daniel kastar flaskan som Tobias inte släpper;Daniel kastar flaskan som Tobias släpper inte
V2 REL. CL.;Torgny säljer asken som Daniel inte äger;Torgny säljer asken som Daniel äger inte
V2 REL. CL.;Erik pressar påsen som Torgny inte ser;Erik pressar påsen som Torgny ser inte
V2 REL. CL.;Ulla hittar piskan som Erik inte gillar;Ulla hittar piskan som Erik gillar inte
V2 REL. CL.;Anders vinner pjäsen som Ulla inte hittar;Anders vinner pjäsen som Ulla hittar inte
V2 REL. CL.;Kristina vinner lampan som Anders inte förlorar;Kristina vinner lampan som Anders förlorar inte
V2 REL. CL.;Klara ser motorn som Kristina inte vinner;Klara ser motorn som Kristina vinner inte
V2 REL. CL.;Olle hör tröjan som Klara inte ser;Olle hör tröjan som Klara ser inte
V2 REL. CL.;Helga känner spiken som Olle inte hör;Helga känner spiken som Olle hör inte
V2 REL. CL.;Karl bränner byrån som Helga inte gillar;Karl bränner byrån som Helga gillar inte
V2 REL. CL.;Uma kramar tvålen som Karl inte smakar;Uma kramar tvålen som Karl smakar inte
V2 REL. CL.;Alba glömmer västen som Uma inte river;Alba glömmer västen som Uma river inte
V2 REL. CL.;Rune minns kartan som Alba inte glömmer;Rune minns kartan som Alba glömmer inte
V2 REL. CL.;Iris älskar parfymen som Rune inte minns;Iris älskar parfymen som Rune minns inte
V2 REL. CL.;Vive använder spaden som Iris inte älskar;Vive använder spaden som Iris älskar inte
V2 REL. CL.;Dick hatar tunnan som Vive inte hatar;Dick hatar tunnan som Vive hatar inte
V2 REL. CL.;Runar framställer fiolen som Dick inte önskar;Runar framställer fiolen som Dick önskar inte
V2 REL. CL.;Janice behöver jackan som Runar inte äger;Janice behöver jackan som Runar äger inte
V2 REL. CL.;Elias använder stöveln som Janice inte behöver;Elias använder stöveln som Janice behöver inte
V2 REL. CL.;Pontus missar bollen som Elias inte använder;Pontus missar bollen som Elias använder inte
V2 REL. CL.;Sten äger mötet som Pontus inte missar;Sten äger mötet som Pontus missar inte
V2 REL. CL.;Nico väcker hunden som Albin inte träffar;Nico väcker hunden som Albin träffar inte
V2 REL. CL.;Josefin söver katten som Nico inte gillar;Josefin söver katten som Nico gillar inte
V2 REL. CL.;Nicole tvättar skeden som Josefin inte söker;Nicole tvättar skeden som Josefin söker inte
V2 REL. CL.;Hanna städar rummet som Nicole inte använder;Hanna städar rummet som Nicole använder inte
V2 REL. CL.;Fanny lagar sleven som Hanna inte använder;Fanny lagar sleven som Hanna använder inte
V2 REL. CL.;Ida kokar mattan som Fanny inte lagar;Ida kokar mattan som Fanny lagar inte
V2 REL. CL.;Maj steker köttet som Ida inte kokar;Maj steker köttet som Ida kokar inte
V2 REL. CL.;Majken bakar brödet som Maj inte steker;Majken bakar brödet som Maj steker inte
V2 REL. CL.;Linn skickar bullen som Majken inte bakar;Linn skickar bullen som Majken bakar inte
V2 REL. CL.;Alexander lurar björnen som Linn inte ser;Alexander lurar björnen som Linn ser inte
V2 REL. CL.;Erika ringer kåren som Alexander inte uppskattar;Erika ringer kåren som Alexander uppskattar inte
V2 REL. CL.;Sandra svarar fåret som Erika inte ringer;Sandra svarar fåret som Erika ringer inte
V2 REL. CL.;Kristin beundrar spisen som Sandra inte avgudar;Kristin beundrar spisen som Sandra avgudar inte
V2 REL. CL.;Christine prioriterar tavlan som Kristin inte hyllar;Christine prioriterar tavlan som Kristin hyllar inte
V2 REL. CL.;Caroline mäter rutan som Christine inte dyrkar;Caroline mäter rutan som Christine dyrkar inte
V2 REL. CL.;Ingrid får borsten som Caroline inte prioriterar;Ingrid får borsten som Caroline prioriterar inte
V2 REL. CL.;Inger beställer saxen som Ingrid inte får;Inger beställer saxen som Ingrid får inte
V2 REL. CL.;Aina avbeställer frimärket som Inger inte beställer;Aina avbeställer frimärket som Inger beställer inte
V2 REL. CL.;Ebba ser dörren som Aina inte avbeställer;Ebba ser dörren som Aina avbeställer inte
V2 REL. CL.;Ellen sprider ryktet som Ebba inte gillar;Ellen sprider ryktet som Ebba gillar inte
V2 REL. CL.;Helena delar kakan som Ellen inte smakar;Helena delar kakan som Ellen smakar inte
V2 REL. CL.;Kerstin slipar bryggan som Helena inte delar;Kerstin slipar bryggan som Helena delar inte
V2 REL. CL.;Adam översätter versen som Kerstin inte läser;Adam översätter versen som Kerstin läser inte
V2 REL. CL.;Magdalena förklarar problemet som Adam inte förstår;Magdalena förklarar problemet som Adam förstår inte
V2 REL. CL.;Alice beskriver fjärrkontrollen som Magdalena inte hittar;Alice beskriver fjärrkontrollen som Magdalena hittar inte
V2 REL. CL.;Josef berättar sagan som Alice inte beskriver;Josef berättar sagan som Alice beskriver inte
V2 REL. CL.;John anmäler bänken som Josef inte erkänner;John anmäler bänken som Josef erkänner inte
V2 REL. CL.;Christel avslutar sången som John inte anmäler;Christel avslutar sången som John anmäler inte
V2 REL. CL.;Ann-Katrin påbörjar kapitlet som Christel inte avslutar;Ann-Katrin påbörjar kapitlet som Christel avslutar inte
V2 REL. CL.;Anna-Lena inleder samlingen som Ann-Katrin inte övervägt;Anna-Lena inleder samlingen som Ann-Katrin övervägt inte
V2 REL. CL.;Nada avbryter mötet som Anna-Lena inte planerat;Nada avbryter mötet som Anna-Lena planerat inte
V2 REL. CL.;Linda avslutar festen som Nada inte gillar;Linda avslutar festen som Nada gillar inte
V2 REL. CL.;Maria fortsätter matlagningen som Linda inte tolererar;Maria fortsätter matlagningen som Linda tolererar inte
V2 REL. CL.;Ted räddar trumman som Maria inte omfamnat;Ted räddar trumman som Maria omfamnat inte
V2 REL. CL.;Tobias förstör skruven som Ted inte sett;Tobias förstör skruven som Ted sett inte
V2 REL. CL.;Björn tar klubban som Tobias inte förstör;Björn tar klubban som Tobias förstör inte
V2 REL. CL.;Tryggve låser växeln som Björn inte lagar;Tryggve låser växeln som Björn lagar inte
V2 REL. CL.;Maude packar skrinet som Tryggve inte låser;Maude packar skrinet som Tryggve låser inte
V2 REL. CL.;Adina byter datorn som Maude inte packar;Adina byter datorn som Maude packar inte
V2 REL. CL.;Freja förnekar faktumet som Adina inte föraktar;Freja förnekar faktumet som Adina föraktar inte
V2 REL. CL.;Otis stampar takten som Freja inte ändrar;Otis stampar takten som Freja ändrar inte
V2 REL. CL.;Ylva kastar lappen som Otis inte slår;Ylva kastar lappen som Otis slår inte
V2 REL. CL.;Oscar hindrar katten som Ylva inte klappar;Oscar hindrar katten som Ylva klappar inte
V2 REL. CL.;Henning förevigar pärlan som Oscar inte tvättar;Henning förevigar pärlan som Oscar tvättar inte
V2 REL. CL.;Saga vinner stämpeln som Henning inte omfamnar;Saga vinner stämpeln som Henning omfamnar inte
V2 REL. CL.;Said lämnar skatten som Saga inte vinner;Said lämnar skatten som Saga vinner inte
V2 REL. CL.;Jonas vårdar handsken som Gustaf inte bestjälar;Jonas vårdar handsken som Gustaf bestjälar inte
V3 COMPLEX NP;I sängen som står i gästrummet läser Lisa boken;I sängen som står i gästrummet Lisa läser boken
V3 COMPLEX NP;I rummet som ekar i huset kastar John maten;I rummet som ekar i huset John kastar maten
V3 COMPLEX NP;I ladan som brinner i byn slår Hanna kossan;I ladan som brinner i byn Hanna slår kossan
V3 COMPLEX NP;I vattnet som kokar i kastrullen kramar Niklas bläckfisken;I vattnet som kokar i kastrullen Niklas kramar bläckfisken
V3 COMPLEX NP;I huset som väntar på hyresgäster bygger Pelle bokhyllorna;I huset som väntar på hyresgäster Pelle bygger bokhyllorna
V3 COMPLEX NP;I bastun som ligger på ön dricker Rebecka vinet;I bastun som ligger på ön Rebecka dricker vinet
V3 COMPLEX NP;I skogen som ligger bakom berget klipper herrarna varandra;I skogen som ligger bakom berget herrarna klipper varandra
V3 COMPLEX NP;På berget som ligger i norr spänner Sara bågen;På berget som ligger i norr Sara spänner bågen
V3 COMPLEX NP;Under mattan som hänger på buren äter råttan osten;Under mattan som hänger på buren råttan äter osten
V3 COMPLEX NP;I källaren som ligger under huset äter ormen råttan;I källaren som ligger under huset ormen äter råttan
V3 COMPLEX NP;På väskan som sover på glaset bygger Erik boken;På väskan som sover på glaset Erik bygger boken
V3 COMPLEX NP;I nyckeln som vaknar i täcket river Anna stolen;I nyckeln som vaknar i täcket Anna river stolen
V3 COMPLEX NP;Under dörren som somnar under resväskan målar Lars väskan;Under dörren som somnar under resväskan Lars målar väskan
V3 COMPLEX NP;Över fönstret som går över bron ritar Karin nyckeln;Över fönstret som går över bron Karin ritar nyckeln
V3 COMPLEX NP;Bredvid lampan som springer bredvid uppgiften tänder Olof dörren;Bredvid lampan som springer bredvid uppgiften Olof tänder dörren
V3 COMPLEX NP;Framför väggen som står framför skeden släcker Ingrid fönstret;Framför väggen som står framför skeden Ingrid släcker fönstret
V3 COMPLEX NP;Bakom bordet som står bakom soffan kastar Karl lampan;Bakom bordet som står bakom soffan Karl kastar lampan
V3 COMPLEX NP;Bakom glaset som åker genom bussen fångar Elsa väggen;Bakom glaset som åker genom bussen Elsa fångar väggen
V3 COMPLEX NP;Med koppen som faller utan sången bär Nils bordet;Med koppen som faller utan sången Nils bär bordet
V3 COMPLEX NP;Utan hatten som stiger med brevet lyfter Agnes glaset;Utan hatten som stiger med brevet Agnes lyfter glaset
V3 COMPLEX NP;I jackan som ligger på taket sänker Bengt koppen;I jackan som ligger på taket Bengt sänker koppen
V3 COMPLEX NP;I skjortan som försvinner från fåtöljen höjer Märta hatten;I skjortan som försvinner från fåtöljen Märta höjer hatten
V3 COMPLEX NP;Under skorna som ligger på vägen hämtar Per jackan;Under skorna som ligger på vägen Per hämtar jackan
V3 COMPLEX NP;På mattan som stannar under kartan lämnar Sigrid skjortan;På mattan som stannar under kartan Sigrid lämnar skjortan
V3 COMPLEX NP;I filmen som rullar på tentan knyter studenten skorna;I filmen som rullar på tentan studenten knyter skorna
V3 COMPLEX NP;I sången som ekar i lampan leder Hedda mattan;I sången som ekar i lampan Hedda leder mattan
V3 COMPLEX NP;På tavlan som skiner i rapporten följer Anders filmen;På tavlan som skiner i rapporten Anders följer filmen
V3 COMPLEX NP;Under ringen som brinner i parken söker Lovisa sången;Under ringen som brinner i parken Lovisa söker sången
V3 COMPLEX NP;På kuvertet som rinner genom rummet finner Bo tavlan;På kuvertet som rinner genom rummet Bo finner tavlan
V3 COMPLEX NP;Runt brevet som växer från skärmen vinner Alva ringen;Runt brevet som växer från skärmen Alva vinner ringen
V3 COMPLEX NP;I paketet som mognar på leksaken förlorar Rune kuvertet;I paketet som mognar på leksaken Rune förlorar kuvertet
V3 COMPLEX NP;Under skärmen som åldras på stigen skapar Ida brevet;Under skärmen som åldras på stigen Ida skapar brevet
V3 COMPLEX NP;Bredvid mobilen som sjunker i sjön förstör Sven paketet;Bredvid mobilen som sjunker i sjön Sven förstör paketet
V3 COMPLEX NP;På datorn som stiger över hatten kastar Dagny skärmen;På datorn som stiger över hatten Dagny kastar skärmen
V3 COMPLEX NP;Under spisen som landar bredvid ladan sprider Rolf plantorna;Under spisen som landar bredvid ladan Rolf sprider plantorna
V3 COMPLEX NP;Från ugnen som sitter framför datorn skickar Magda datorn;Från ugnen som sitter framför datorn Magda skickar datorn
V3 COMPLEX NP;På kylen som ligger bakom mobilen tar Sixten spisen;På kylen som ligger bakom mobilen Sixten tar spisen
V3 COMPLEX NP;Genom bollen som ligger under cykeln lagar Tyra ugnen;Genom bollen som ligger under cykeln Tyra lagar ugnen
V3 COMPLEX NP;På leksaken som gråter utan artikeln läser Håkan instruktionen;På leksaken som gråter utan artikeln Håkan läser instruktionen
V3 COMPLEX NP;På tallriken som skrattar i köket skruvar Ebba bollen;På tallriken som skrattar i köket Ebba skruvar bollen
V3 COMPLEX NP;På gaffeln som ler till boken minns Mats leksaken;På gaffeln som ler till boken Mats minns leksaken
V3 COMPLEX NP;Under kniven som skär i golvet glömmer Selma tallriken;Under kniven som skär i golvet Selma glömmer tallriken
V3 COMPLEX NP;Genom skeden som hostar av idén älskar Kjell gaffeln;Genom skeden som hostar av idén Kjell älskar gaffeln
V3 COMPLEX NP;Utanför påsen som nyser åt väggen hatar Astrid kniven;Utanför påsen som nyser åt väggen Astrid hatar kniven
V3 COMPLEX NP;Inuti tröjan som gäspar åt toaletten skildrar Stig skeden;Inuti tröjan som gäspar åt toaletten Stig skildrar skeden
V3 COMPLEX NP;Över kudden som blöder mellan svaren beskriver Vera påsen;Över kudden som blöder mellan svaren Vera beskriver påsen
V3 COMPLEX NP;På täcket som dör bland molnen äter Torsten tröjan;På täcket som dör bland molnen Torsten äter tröjan
V3 COMPLEX NP;I spegeln som sitter vid ån mäter Tilde kudden;I spegeln som sitter vid ån Tilde mäter kudden
V3 COMPLEX NP;Under kartan som föds bakom provet väger Gösta täcket;Under kartan som föds bakom provet Gösta väger täcket
V3 COMPLEX NP;På klockan som trivs i lådan prövar Hanna spegeln;På klockan som trivs i lådan Hanna prövar spegeln
V3 COMPLEX NP;På cykeln som står på hyllan testar Folke kartan;På cykeln som står på hyllan Folke testar kartan
V3 COMPLEX NP;Bakom bilen som åker i byn styr Frida klockan;Bakom bilen som åker i byn Frida styr klockan
V3 COMPLEX NP;Under bussen som står under trappan hindrar Elof cykeln;Under bussen som står under trappan Elof hindrar cykeln
V3 COMPLEX NP;På tåget som åker över mattan räddar Josefina bilen;På tåget som åker över mattan Josefina räddar bilen
V3 COMPLEX NP;Mot flyget som börjar bredvid notisen lutar Arvid bussen;Mot flyget som börjar bredvid notisen Arvid lutar bussen
V3 COMPLEX NP;I resväskan som står framför klockan förbannar Linnea tåget;I resväskan som står framför klockan Linnea förbannar tåget
V3 COMPLEX NP;Bredvid glaset som står på bordet tillverkar Henning flyget;Bredvid glaset som står på bordet Henning tillverkar flyget
V3 COMPLEX NP;I staden som ligger bakom berget reparerar Moa resväskan;I staden som ligger bakom berget Moa reparerar resväskan
V3 COMPLEX NP;I byn som drömmer utan såsen lagar Valter biljetten;I byn som drömmer utan såsen Valter lagar biljetten
V3 COMPLEX NP;På gården som slumrar efter dopet låser Stina ladan;På gården som slumrar efter dopet Stina låser ladan
V3 COMPLEX NP;Hitom huset som flämtar av hostan lånar Algot byn;Hitom huset som flämtar av hostan Algot lånar byn
V3 COMPLEX NP;Under ladan som skälver från tavlan delar Ronja gården;Under ladan som skälver från tavlan Ronja delar gården
V3 COMPLEX NP;Över ängen som skriker av vämjelse förenar Viggo paret;Över ängen som skriker av vämjelse Viggo förenar paret
V3 COMPLEX NP;Bredvid skogen som ropar åt berget skyddar Elvira ladan;Bredvid skogen som ropar åt berget Elvira skyddar ladan
V3 COMPLEX NP;Framför sjön som vilar hos nyckeln försvarar Harald ängen;Framför sjön som vilar hos nyckeln Harald försvarar ängen
